5781	LR10HFA30	LR10HFA30BB001	COAL BUNKER C	LR10HF23	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5782	LR10HFB30	LR10HFB30AF001	COAL FEEDER C	LR10HF23	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5783	LR10HFC30	LR10HFC30AJ001	PULVERIZER C	LR10HF23	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5784	LR10HFC301	LR10HFC30AP001	MILL LUBE OIL PUMP #10C	LR10HF23	1.0		20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5785	LR10HF24		FUEL COAL SYSTEM D	LR10HF2	0.3	P	8	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5786	LR10HFA40	LR10HFA40BB001	COAL BUNKER D	LR10HF24	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5787	LR10HFB40	LR10HFB40AF001	COAL FEEDER D	LR10HF24	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5788	LR10HFC40	LR10HFC40AJ001	PULVERIZER D	LR10HF24	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5789	LR10HFC401	LR10HFC40AP001	MILL LUBE OIL PUMP #10D	LR10HF24	1.0		20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5790	LR10HF25		FUEL COAL SYSTEM E	LR10HF2	0.3	P	8	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
