335	2021-01-31 07:00:11+07	1643	12-get-wo-ellipse	UP
336	2021-01-31 07:00:23+07	3891	13-get-wo-jomjawa	JOM-JW
337	2021-01-31 07:00:25+07	472	14-get-wo-kaltim	UJKT
338	2021-01-31 07:00:30+07	625	14-get-wo-tenayan	UJTY
339	2021-01-31 07:00:33+07	534	14-get-wo-pulpis	UJPS
340	2021-01-31 12:15:10+07	1642	12-get-wo-ellipse	UP
341	2021-01-31 12:15:21+07	3887	13-get-wo-jomjawa	JOM-JW
342	2021-01-31 12:15:24+07	472	14-get-wo-kaltim	UJKT
343	2021-01-31 12:15:28+07	625	14-get-wo-tenayan	UJTY
344	2021-01-31 12:15:31+07	534	14-get-wo-pulpis	UJPS
345	2021-02-01 07:00:11+07	1637	12-get-wo-ellipse	UP
346	2021-02-01 07:00:23+07	3891	13-get-wo-jomjawa	JOM-JW
347	2021-02-01 07:00:25+07	472	14-get-wo-kaltim	UJKT
348	2021-02-01 07:00:29+07	625	14-get-wo-tenayan	UJTY
349	2021-02-01 07:00:32+07	534	14-get-wo-pulpis	UJPS
350	2021-02-01 12:15:14+07	1644	12-get-wo-ellipse	UP
351	2021-02-01 12:15:28+07	3906	13-get-wo-jomjawa	JOM-JW
352	2021-02-01 12:15:31+07	457	14-get-wo-kaltim	UJKT
353	2021-02-01 12:15:35+07	620	14-get-wo-tenayan	UJTY
354	2021-02-01 12:15:38+07	543	14-get-wo-pulpis	UJPS
355	2021-02-02 07:00:11+07	1653	12-get-wo-ellipse	UP
356	2021-02-02 07:00:23+07	3938	13-get-wo-jomjawa	JOM-JW
357	2021-02-02 07:00:25+07	446	14-get-wo-kaltim	UJKT
358	2021-02-02 07:00:29+07	612	14-get-wo-tenayan	UJTY
359	2021-02-02 07:00:33+07	539	14-get-wo-pulpis	UJPS
360	2021-02-02 12:15:10+07	1644	12-get-wo-ellipse	UP
361	2021-02-02 12:15:22+07	3924	13-get-wo-jomjawa	JOM-JW
362	2021-02-02 12:15:24+07	447	14-get-wo-kaltim	UJKT
363	2021-02-02 12:15:29+07	616	14-get-wo-tenayan	UJTY
364	2021-02-02 12:15:32+07	536	14-get-wo-pulpis	UJPS
365	2021-02-03 07:00:11+07	1641	12-get-wo-ellipse	UP
