615	TA10LC111	19080010MAG10AC001	UJTA
91	TA10BA41	19080010BBA	UJTA
92	TA10BA42	19080010BBB	UJTA
94	TA10BA1	19080010BAT01	UJTA
93	TA10BA2	19080010BBT01	UJTA
97	TA10BA62	19080010BTA01	UJTA
630	TA10LC122	19080010PAB32AT001	UJTA
634	TA10LA21312	19080010XAV12AP001	UJTA
2	TA00EA131	19080000EAA02	UJTA
22	TA10LA3111	19080010LAD10AC001	UJTA
49	TA10HL251	19080010HLB20AN001	UJTA
638	TA10LA22413	19080010XAV40AP001	UJTA
642	TA10LA2242	19080010XAV02AN001	UJTA
646	TA10MA31	19080010MAB10HB001	UJTA
650	TA10MA413	19080010MAJ11AP001	UJTA
654	TA10MA53	19080010MAW10AC001	UJTA
72	TA10HA12232	19080010HFC20AJ001	UJTA
73	TA10HA12332	19080010HFC30AJ001	UJTA
662	TA10PA115	19080010PAC11AA001	UJTA
46	TA10LC41	19080010MAW10AC001	UJTA
680	TA10HL283	19080010ETG43AA001	UJTA
11	TA00EA111	19080000EAA01	UJTA
12	TA10LA211	19080010LAC10AP001	UJTA
13	TA10LA214	19080010LAC10AP002	UJTA
14	TA10LA221	19080010LAC20AP001	UJTA
15	TA10LA223	19080010LAC20AP002	UJTA
16	TA10LA232	19080010LAC30AP002	UJTA
681	TA10HL283	19080010ETG44AA001	UJTA
682	TA10HA12234	19080010HFE72AA191	UJTA
683	TA10HA12334	19080010HFE73AA191	UJTA
684	TA10HA12434	19080010HFE74AA191	UJTA
685	TA10HA12534	19080010HFE75AA191	UJTA
686	TA10HA12634	19080010HFE76AA191	UJTA
687	TA10HA12134	19080010HFE71AA191	UJTA
690	TA10HA12234	19080010HFE52AA001	UJTA
693	TA10HA12334	19080010HFE53AA101	UJTA
29	TA10LA233	19080010LAV30AP001	UJTA
696	TA10HA12534	19080010HFE55AA001	UJTA
699	TA10HA12634	19080010HFE56AA101	UJTA
32	TA10LC71	19080010LCC50AC001	UJTA
33	TA10LC61	19080010LCC60AC001	UJTA
34	TA10LC512	19080010LCC70AC001	UJTA
35	TA10LC511	19080010LCC80AC001	UJTA
36	TA10LC52	19080010LCA30AA005	UJTA
37	TA10LC62	19080010LCA30AA006	UJTA
38	TA10LC72	19080010LCA30AA007	UJTA
702	TA10HA12234	19080010HFE62AA001	UJTA
40	TA10LC8	19080010LCP21AP001	UJTA
